region_id,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,small_region_lt_4_cells,C1_scaled_loading,C1_raw_weight,C2_scaled_loading,C2_raw_weight,C3_scaled_loading,C3_raw_weight,C4_scaled_loading,C4_raw_weight,C5_scaled_loading,C5_raw_weight,C6_scaled_loading,C6_raw_weight
MYS_06_03,1,101.25,3.75,3,6,True,467.22913282187494,8.20348234050278,239.26867470346974,4.499498502227876,246.30501260958096,2.8947039146555436,705.5174085552354,10.441827429873848,955.492629993982,10.660511209509941,21.307424280491272,0.2878999315660883
MYS_06_04,1,101.75,3.75,4,6,True,609.6605248017527,10.704254074883492,312.1347030639338,5.86975971957079,335.8713859377727,3.9473342641059768,592.2165603998646,8.76494761124624,799.886420098708,8.924399707667826,60.66283334881408,0.8196591638586321
MYS_06_05,1,102.25,3.75,5,6,True,962.6455359106708,16.90186912428183,392.7735656464557,7.386190743653172,440.65072961444656,5.1787553103218595,390.408468366484,5.778139283894128,469.16429610107963,5.234505301960207,136.44117939423708,1.8435548892862965
MYS_06_06,1,102.75,3.75,6,6,True,1221.3509664764947,21.44414887944427,473.8658282828722,8.911148052532077,434.71296424110767,5.108971620219884,241.32794010423046,3.571711589279688,304.3745716060774,3.3959325594346144,174.03982650727085,2.3515772475180605
MYS_06_07,1,103.25,3.75,7,6,True,1324.5803737465283,23.25662280298948,552.064032916171,10.381681982895067,319.12991557276257,3.7505798444973864,171.04793504388758,2.531550601454385,338.6443496069317,3.7782833396052853,164.6639418828586,2.224892928183824
MYS_06_27,1,113.25,3.75,27,6,True,335.5550797870318,5.891585044523231,1015.1562176231474,19.09022936823426,268.1938922976301,3.1519533512346327,708.1550514611815,10.480865179632454,925.7731663125488,10.328928666881081,635.3217784646296,8.584289407043954
MYS_06_28,1,113.75,3.75,28,6,True,318.12221957314773,5.585503614957125,902.3196643901126,16.96831389853139,538.9456359337895,6.333967894502267,684.738963526771,10.13430144310529,846.85990583228,9.448486817806659,525.1525070484204,7.095713158508242
MYS_06_29,1,114.25,3.75,29,6,True,317.36420598666456,5.572194618077972,711.4302955466437,13.378598570075328,873.6308834736112,10.267362046600397,608.1153384115671,9.000253351871454,738.0031551844386,8.233962943855428,457.11698734140384,6.176436327584701
MYS_06_30,1,114.75,3.75,30,6,True,311.7010275497489,5.472762067676486,508.6613013032044,9.565484350141139,1054.9791721053962,12.398660940832043,562.7424253562409,8.328723319629457,625.6684501142151,6.9806352414474535,452.1575143673872,6.109425321888882
MYS_06_31,1,115.25,3.75,31,6,True,300.7383852219757,5.280282968186298,279.25576097999163,5.251464195324341,1140.470461039116,13.403398790555203,546.7563473908266,8.092125518680515,496.005433449255,5.533974116887666,489.10824688720305,6.6086932401380105
