configuration,model_family,lambda_precipitation,lambda_pet,seed,test_fold,validation_fold,train_region_count,validation_region_count,test_region_count,test_sample_count,selected_ridge_alpha,best_epoch,epochs_completed,training_seconds,validation_rmse_mm,test_rmse_mm,test_mae_mm,test_r_squared,test_mean_bias_mm,core_test_rmse_mm,core_test_r_squared,test_precipitation_violation_fraction,test_pet_violation_fraction,test_precipitation_negative_gradient_mean,test_pet_positive_gradient_mean
PINN_P_PET_lambda10,PINN_P_PET,10.0,10.0,20260807,3,4,19,8,6,72,,15,215,0.6836764812469482,45.14799384464667,41.23517590509349,33.93918948703342,0.8613056944522289,-11.655748155381945,41.23517590509349,0.8613056944522289,0.06684027777777778,0.0,0.0018799544777721167,0.0
PINN_P_PET_lambda10,PINN_P_PET,10.0,10.0,20260808,3,4,19,8,6,72,,19,219,0.706341028213501,44.245001198823246,44.02028940713221,36.15786616007487,0.8419375482382527,-22.94405068291558,44.02028940713221,0.8419375482382527,0.1519097222222222,0.0,0.005170150194317102,0.0
PINN_P_PET_lambda10,PINN_P_PET,10.0,10.0,20260809,3,4,19,8,6,72,,18,218,0.7431485652923584,50.07920692185027,47.09662416123141,39.24781756930881,0.8190733740855884,-21.445593516031902,47.09662416123141,0.8190733740855884,0.11371527777777778,0.0,0.004838504828512669,0.0
PINN_P_PET_lambda10,PINN_P_PET,10.0,10.0,20260810,3,4,19,8,6,72,,18,218,0.7604765892028809,49.092597617016175,38.10187835764165,32.05690129597982,0.8815825514046709,-16.219199710422092,38.10187835764165,0.8815825514046709,0.03993055555555555,0.0,0.0005738616455346346,0.0
Mean,Mean,0.0,0.0,-1,4,0,19,6,8,96,,0,0,0.0,,131.8113959221899,115.82901191711426,-0.4683241641550897,74.44152641296387,136.1771973959639,-0.5601702849105326,,,,
Ridge,Ridge,0.0,0.0,-1,4,0,19,6,8,96,0.0,0,0,0.0,41.86310080917009,71.05374885966435,56.725151697794594,0.5733320506312736,-55.35220527648926,59.950234455325464,0.6976256205999302,0.0,1.0,,
MLP,MLP,0.0,0.0,20260806,4,0,19,6,8,96,,282,482,1.0393157005310059,38.44657588157545,64.2884441183436,51.1271645228068,0.6507134537868228,-46.96326096852621,52.65078089755657,0.7667762081722396,0.011067708333333334,0.78125,0.00012069731019437313,0.03781193867325783
MLP,MLP,0.0,0.0,20260807,4,0,19,6,8,96,,267,467,1.000580072402954,38.145798232173206,60.26142344018206,48.667328198750816,0.6931014763659525,-46.29645188649496,49.76151785362481,0.7916706512693497,0.0006510416666666666,0.78125,5.131090006216255e-07,0.05419393256306648
MLP,MLP,0.0,0.0,20260808,4,0,19,6,8,96,,229,429,0.8036549091339111,40.83026922660184,57.22481178088835,44.99317010243734,0.7232518202421381,-41.38691488901774,47.543331085829074,0.8098298136128914,0.0026041666666666665,0.8645833333333334,3.992934580310248e-05,0.03767361864447594
MLP,MLP,0.0,0.0,20260809,4,0,19,6,8,96,,221,421,0.7843859195709229,40.45793862268448,61.73786653727126,48.76037184397379,0.6778788340094649,-46.513564109802246,50.82317312852099,0.782686467512036,0.00390625,0.59375,2.4110324375214987e-05,0.013470754027366638
MLP,MLP,0.0,0.0,20260810,4,0,19,6,8,96,,220,420,0.9188380241394043,41.52206831418161,61.467496886373276,49.82895310719808,0.680693997241503,-47.075621604919434,50.384447023667754,0.7864221495767334,0.0,0.9479166666666666,0.0,0.05996162071824074
PINN_P_lambda10,PINN_P,10.0,0.0,20260806,4,0,19,6,8,96,,279,479,1.8400797843933105,38.55225873953955,64.03082194477243,50.78244654337565,0.6535072269055255,-46.829314549764,52.40167251876431,0.7689779061981792,0.008463541666666666,0.7708333333333334,0.0001002322169370018,0.044078364968299866
PINN_P_lambda10,PINN_P,10.0,0.0,20260807,4,0,19,6,8,96,,269,469,1.809748649597168,38.258759605931466,60.60196255520977,48.902329444885254,0.6896230902634372,-46.57071272532145,49.995184668882374,0.7897095395152802,0.0,0.78125,0.0,0.05432701110839844
PINN_P_lambda10,PINN_P,10.0,0.0,20260808,4,0,19,6,8,96,,238,438,1.6501903533935547,40.76632021901222,57.55703658212134,45.31384881337484,0.7200291097605809,-41.62671438852946,47.894015131689756,0.8070140409954837,0.0032552083333333335,0.8020833333333334,5.788622729596682e-05,0.03758196905255318
PINN_P_lambda10,PINN_P,10.0,0.0,20260809,4,0,19,6,8,96,,220,420,1.569939374923706,40.43671297853766,62.761818998506996,49.67007382710775,0.6671051539095837,-47.68568992614746,51.795732188282166,0.7742898072873425,0.0032552083333333335,0.53125,3.2158852263819426e-05,0.01064552366733551
PINN_P_lambda10,PINN_P,10.0,0.0,20260810,4,0,19,6,8,96,,218,418,1.5688762664794922,41.85216499373987,61.843238624846265,50.079965591430664,0.6767783247875783,-47.45202509562174,50.722657881968416,0.7835451987442155,0.0,0.9583333333333334,0.0,0.06181681528687477
PINN_P_PET_lambda1,PINN_P_PET,1.0,1.0,20260806,4,0,19,6,8,96,,304,504,1.9131214618682861,38.91626816942909,65.15870981834408,51.72499148050944,0.6411929396873527,-46.70526695251465,53.05046105290147,0.763221893340166,0.01953125,0.07291666666666667,0.0003144798392895609,0.00038386756204999983
PINN_P_PET_lambda1,PINN_P_PET,1.0,1.0,20260807,4,0,19,6,8,96,,282,482,1.4297459125518799,39.21417255520277,61.10563585450838,49.09376335144043,0.6844424593969299,-46.41053326924642,50.11669177729747,0.7886861275136403,0.007161458333333333,0.16666666666666666,5.76130514673423e-05,0.0019971642177551985
PINN_P_PET_lambda1,PINN_P_PET,1.0,1.0,20260808,4,0,19,6,8,96,,253,453,1.6158251762390137,42.44198322899889,58.6707200198956,45.915093104044594,0.7090898573421764,-41.464409510294594,48.43573586535923,0.8026236912969665,0.005859375,0.0,0.00012927401985507458,0.0
PINN_P_PET_lambda1,PINN_P_PET,1.0,1.0,20260809,4,0,19,6,8,96,,235,435,1.5603969097137451,41.7037224112294,63.74298273657258,50.10166962941488,0.656615418670448,-47.707210858662926,52.120801414034666,0.7714478095592671,0.012369791666666666,0.0,0.00015215137682389468,0.0
PINN_P_PET_lambda1,PINN_P_PET,1.0,1.0,20260810,4,0,19,6,8,96,,253,453,1.8245649337768555,44.23895271400215,63.324814825031325,51.160332361857094,0.6611059965588271,-47.844154357910156,51.39865264842342,0.7777372479087815,0.0013020833333333333,0.0625,1.0377831358709955e-06,0.000387610518373549
PINN_P_PET_lambda10,PINN_P_PET,10.0,10.0,20260806,4,0,19,6,8,96,,353,553,2.228243112564087,38.10170556483455,66.58753226587386,52.5839262008667,0.6252843189567091,-47.73347250620524,54.04229571391216,0.7542854933847771,0.03125,0.0,0.0007175080827437341,0.0
PINN_P_PET_lambda10,PINN_P_PET,10.0,10.0,20260807,4,0,19,6,8,96,,287,487,1.8800816535949707,39.51102932461796,61.702738004439546,49.497199376424156,0.678245300339378,-46.87758700052897,50.55832094792566,0.784945515509558,0.013020833333333334,0.010416666666666666,0.00012924605107400566,8.86648558662273e-05
PINN_P_PET_lambda10,PINN_P_PET,10.0,10.0,20260808,4,0,19,6,8,96,,276,476,1.9361519813537598,41.95938903606475,61.0778697881585,47.756587982177734,0.684729169479626,-43.7735652923584,50.5426150075629,0.7850791080899313,0.008463541666666666,0.0,0.00019112946756649762,0.0
PINN_P_PET_lambda10,PINN_P_PET,10.0,10.0,20260809,4,0,19,6,8,96,,241,441,1.7753899097442627,42.2197335059374,65.93435855909763,51.8378636042277,0.6325996223917345,-49.75621382395426,53.92659164916799,0.7553365121263698,0.016276041666666668,0.0,0.00021270527213346213,0.0
PINN_P_PET_lambda10,PINN_P_PET,10.0,10.0,20260810,4,0,19,6,8,96,,260,460,1.7986443042755127,45.02999806484108,64.48619319886066,52.00978914896647,0.6485613617748518,-48.847621281941734,52.30505351595412,0.7698290449211873,0.0032552083333333335,0.0,1.3479512745107058e-05,0.0
