region_id,native_cell_count,longitude_mean,latitude_mean,small_region_lt_4_cells,mean_observed_precipitation_mm,rmse_mm,normalized_rmse_by_mean,mae_mm,maximum_absolute_error_mm,mean_bias_mm,r_squared
MYS_13_34,1,116.75,7.25,True,199.52362652932564,8.912717540433276,0.04466998568273968,6.573184860446731,19.9256416738248,0.38632604425584444,0.9859785890909759
MYS_00_24,1,111.75,0.75,True,313.98239023874675,13.951691553939812,0.04443463069164862,11.844069526172072,27.052369079056234,-0.2467420670885616,0.9502088572874147
MYS_07_36,1,117.75,4.25,True,246.29494195738414,10.916894284403321,0.04432447616521596,9.137919142579698,19.746249174399452,-0.32646248293220737,0.85734355347811
MYS_08_05,1,102.25,4.75,True,277.3076720459247,12.170446564062834,0.043887882633291506,11.242079956314447,18.666718828354135,0.5589516237612931,0.9930088671059224
MYS_08_07,1,103.25,4.75,True,268.6186731628269,11.743633583663023,0.043718604687412996,9.546857360621347,24.875616842073924,-0.27064473872792644,0.9962768467193405
MYS_01_21,1,110.25,1.25,True,292.0622628935311,12.646590625519469,0.04330100883361874,10.7224553374366,21.717807670047023,0.5855770405630049,0.9735657245257999
MYS_06_05,1,102.25,3.75,True,232.31063354300443,9.989645407589181,0.043001240430692284,7.4345099421726895,24.262258040303266,0.22349586725812168,0.989617249136196
MYS_01_24,1,111.75,1.25,True,314.6296709630855,13.518487901414266,0.04296634789730415,10.867286184635132,28.11162845333058,-0.17486268055568388,0.9563397752969206
MYS_13_35,1,117.25,7.25,True,201.03517261069337,8.557124807643316,0.042565311813442086,6.441167887208333,17.050005144483578,0.2806304602346046,0.989019955692216
MYS_04_27,1,113.25,2.75,True,331.1562272439516,13.8408485208652,0.04179552544143799,10.867846552473102,28.932129961241174,0.26319219963966134,0.9591707072147698
MYS_02_25,1,112.25,1.75,True,330.70914748607277,13.792102574533642,0.041704629821630416,9.936299367786738,29.85219733616401,-0.09034503036142638,0.9639815309705934
MYS_02_28,1,113.75,1.75,True,341.87329343072537,14.209977158122568,0.0415650401221,11.48154506965205,28.67702364742155,-0.24294776287476103,0.9325595013907131
MYS_02_30,1,114.75,1.75,True,306.7384248260252,12.664343988638835,0.041287112939377424,10.10851643969893,22.338801053021598,-0.5821538359979405,0.9214798655821335
MYS_09_31,1,115.25,5.25,True,267.51773516648996,11.02324537620417,0.04120566200720801,10.125726009726819,15.430081887373348,0.19231735775872494,0.964656504867449
MYS_04_04,1,101.75,2.75,True,206.72311529466165,8.372727708747568,0.04050213589715471,7.301371956866451,15.564762673702717,-0.4264658998674271,0.9789995212840762
MYS_05_25,1,112.25,3.25,True,321.38992272129764,12.860860301279686,0.04001637696783774,11.372937838871758,21.725006762831526,0.5896747755482608,0.9820372465727887
MYS_10_04,1,101.75,5.75,True,244.88022946095023,9.79665756027921,0.04000591465405104,8.57160978847737,16.116450410010145,0.31322211738479194,0.9906536500418579
MYS_08_06,1,102.75,4.75,True,283.17835195897237,11.301471124674158,0.03990937529826272,9.058907535581968,20.425503184025203,0.1724392925051177,0.9962921340731786
MYS_07_04,1,101.75,4.25,True,244.11829437184494,9.617451950704806,0.03939668665739302,7.924753932865609,18.263588626537228,0.6707742962219166,0.9849441020417241
MYS_11_34,1,116.75,6.25,True,228.32679436229523,8.976972662974857,0.03931633467743929,7.339755605205521,15.115935720693017,0.19498609184019244,0.9600208983229839
MYS_00_21,1,110.25,0.75,True,291.3068637482733,11.339534347381948,0.03892642350226518,9.39712503933684,19.877501759221616,0.47423196111751764,0.9763524499560877
MYS_06_04,1,101.75,3.75,True,226.0108806263388,8.761760407912156,0.0387669849505957,7.70448378480079,13.90418069290888,0.06585596798747417,0.9849662037808598
