component_count,run_index,random_seed,rss,relative_frobenius_error,explained_variance,iterations,converged,convergence_warning,mean_component_stability,minimum_component_stability
4,11,20300816,18784.823397523924,0.038756315888396044,0.9948955206521678,5000,False,True,0.9947156751225512,0.988317347796096
4,12,20300817,18842.54355862223,0.038815813520072566,0.9948798361091702,5000,False,True,0.9217112156822164,0.8775981098023516
4,13,20300818,18912.23226944421,0.038887526967162606,0.99486089930164,5000,False,True,0.9339648363776216,0.8721290654500307
4,14,20300819,18844.523262974297,0.03881785257112769,0.9948792981557508,5000,False,True,0.9758835271940681,0.9621396108930347
4,15,20300820,18945.36350989901,0.03892157446132504,0.9948518964098326,5000,False,True,0.9737327129363043,0.9322299499543468
4,16,20300821,19013.553911030704,0.03899155712078161,0.9948333667443185,5000,False,True,0.9223274992392481,0.8235280381080123
4,17,20300822,18818.2743857609,0.03879080810577517,0.9948864308739459,5000,False,True,0.9488029388653803,0.9070579500002843
4,18,20300823,18834.646294489186,0.038807678449116735,0.9948819820660855,5000,False,True,0.925979853171927,0.8653183858388367
4,19,20300824,19011.45446843812,0.03898940437237903,0.9948339372347154,5000,False,True,0.93831327380937,0.9011015701900235
4,20,20300825,18950.03644135653,0.038926374227657934,0.9948506266144443,5000,False,True,0.9516727720691222,0.8813232947405398
4,21,20300826,18783.587469851194,0.03875504090192973,0.9948958564960109,4190,True,False,0.9874067719340074,0.967986822850687
4,22,20300827,18974.534033561038,0.038951527067133576,0.9948439697803164,5000,False,True,0.9866337074027859,0.9727824985308898
4,23,20300828,18839.254156041683,0.03881242527236439,0.9948807299524172,5000,False,True,0.9021497103636829,0.788288253723225
4,24,20300829,19192.60025515915,0.03917471428847584,0.9947847137255188,5000,False,True,0.9773152569591819,0.96892921007217
4,25,20300830,18782.482926159468,0.03875390141605317,0.9948961566383302,4820,True,False,0.9966626080964595,0.9905779959253193
4,26,20300831,18930.771271524438,0.03890658234207866,0.9948558616203563,5000,False,True,0.965124929280749,0.9351684693472146
4,27,20300832,18783.427213928553,0.03875487557839678,0.9948959000430291,3950,True,False,0.9823124630283178,0.9521972558712688
4,28,20300833,18782.344293531874,0.038753758395422784,0.9948961943095592,5000,False,True,0.955046674326207,0.8913873417597742
4,29,20300834,18958.50302978949,0.03893506911293944,0.9948483259526342,5000,False,True,0.9805865686600767,0.9466149917815628
4,30,20300835,19281.159123093348,0.03926499063243517,0.9947606492505503,5000,False,True,0.9662909123548117,0.9393892952391062
4,31,20300836,18786.639634142157,0.03875818944709934,0.9948950271185256,5000,False,True,0.9910723030197445,0.9774650222938325
4,32,20300837,18943.611731236004,0.03891977498252863,0.9948523724280425,5000,False,True,0.9249256144160674,0.8595252342015026
4,33,20300838,19202.346607202646,0.03918465984278579,0.9947820653081412,5000,False,True,0.9616420818890369,0.9370550529743408
4,34,20300839,18817.806303198242,0.03879032566478708,0.9948865580679963,4850,True,False,0.9700476210972468,0.9305797461167137
