rank,region_id,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,region_lon_min,region_lon_max,region_lat_min,region_lat_max,small_region_lt_4_cells,very_small_region_lt_2_cells,precipitation_peak_month,soil_moisture_peak_month,runoff_peak_month,aet_peak_month,pet_peak_month,peak_month_forward_lag,peak_month_shortest_signed_lag,best_precipitation_lag_0_to_6,best_lag_correlation,corr_precipitation_soil_moisture,corr_precipitation_runoff,corr_soil_moisture_runoff,corr_precipitation_aet,corr_pet_aet,precipitation_mean_mm,precipitation_amplitude_mm,precipitation_seasonality_ratio,soil_moisture_mean_mm,soil_moisture_amplitude_mm,soil_moisture_seasonality_ratio,runoff_mean_mm,runoff_amplitude_mm,runoff_control_class,corr_precipitation_lag_0_soil_moisture,corr_precipitation_lag_1_soil_moisture,corr_precipitation_lag_2_soil_moisture,corr_precipitation_lag_3_soil_moisture,corr_precipitation_lag_4_soil_moisture,corr_precipitation_lag_5_soil_moisture,corr_precipitation_lag_6_soil_moisture,asynchrony_rank
132,MYS_06_05,1,102.25,3.75,5,6,102.0,102.5,3.5,4.0,True,True,12,11,12,3,3,11,-1,0,0.6986003298082335,0.6986003298082335,0.9746387927871795,0.7747736349089409,-0.08210320828435676,0.28807357525106847,232.31063354300443,360.66154729994514,1.5524969382565128,844.2649346697772,118.54198589022201,0.14040851517372105,89.74735016540586,259.7153513585196,precipitation-dominant,0.6986003298082335,0.45173467452087873,-0.08018482337764425,-0.615569578336177,-0.7844870423828292,-0.5858467030794035,-0.29938382957603715,1
133,MYS_09_05,1,102.25,5.25,5,9,102.0,102.5,5.0,5.5,True,True,12,11,12,3,3,11,-1,0,0.6985890670431629,0.6985890670431629,0.9729032830538333,0.7242402917382447,-0.0711136022470067,0.0646228331988194,270.3652468178345,511.11081190635696,1.8904456764398088,833.7935826892136,141.12956267597826,0.1692619919438533,142.73391439072412,468.6456646173876,precipitation-dominant,0.6985890670431629,0.47210980818990633,0.024919707760304895,-0.43727107592887904,-0.7281394515254357,-0.7474961893824204,-0.547195466102393,1
134,MYS_11_37,1,118.25,6.25,37,11,118.0,118.5,6.0,6.5,True,True,1,12,1,3,8,11,-1,0,0.6984806927316604,0.6984806927316604,0.9577144022459669,0.6921697449064139,-0.04323262128932056,0.18100857566523237,266.7450564321071,273.74535410290673,1.0262434017126063,837.570981122577,158.3825549534389,0.18909747176431832,150.76586907585792,365.2293479889631,precipitation-dominant,0.6984806927316604,0.4959208464731764,0.07028492056836255,-0.4378824009858563,-0.7805525674272249,-0.816588386088993,-0.5799641388849368,1
135,MYS_04_07,1,103.25,2.75,7,4,103.0,103.5,2.5,3.0,True,True,12,12,12,3,3,0,0,0,0.697597623769646,0.697597623769646,0.9685153739116765,0.7226006446210227,0.16305420097243825,0.17846022848316667,215.07471163265265,353.146019132274,1.6419690462514578,824.4405312912733,104.2644106336461,0.1264668665311042,93.05855763699695,357.6506220534602,precipitation-dominant,0.697597623769646,0.4186372931589665,-0.16167916577910618,-0.6484735847400059,-0.6997622563377381,-0.4908962061746056,-0.2590454537249461,12
136,MYS_04_05,1,102.25,2.75,5,4,102.0,102.5,2.5,3.0,True,True,12,11,12,3,3,11,-1,0,0.6970829973632019,0.6970829973632019,0.9404360435495089,0.7991042739081501,0.02867027274054997,0.39800710839298636,203.49733157243108,234.30387454134137,1.1513854886001063,843.0418622642566,113.13333812154792,0.13419658404351645,65.07915323003019,171.00633947822698,mixed,0.6970829973632019,0.4862304894226569,-0.16620119927894816,-0.6937994413432834,-0.6815521436164161,-0.37902183967608144,-0.12712037436710769,1
137,MYS_09_04,1,101.75,5.25,4,9,101.5,102.0,5.0,5.5,True,True,12,10,12,3,3,10,-2,0,0.6969025056310933,0.6969025056310933,0.9299666438871871,0.7655854617430075,-0.32107556435836354,0.2776356257683114,250.37351605883748,319.85420311342637,1.2775081332414608,839.6977251286384,150.43639322268734,0.17915541357414191,128.2152160311516,329.69555420862264,precipitation-dominant,0.6969025056310933,0.5863294864906827,0.18248193792212686,-0.3239170793455964,-0.6722124355351818,-0.7224274139961449,-0.5423802612186124,2
138,MYS_07_28,1,113.75,4.25,28,7,113.5,114.0,4.0,4.5,True,True,12,11,12,3,4,11,-1,0,0.6968938668542098,0.6968938668542098,0.8618771986314494,0.8173000325625712,-0.5149224099673072,0.7957367657854506,309.7736113829588,164.6733826147816,0.5315926746620244,882.1291421582365,51.546352420063045,0.058434020549359256,132.63482937347968,198.11645557205634,mixed,0.6968938668542098,0.6345565445158379,0.116371831696641,-0.48426782626159814,-0.7193823019776919,-0.6356980788900577,-0.49188718507036455,1
139,MYS_06_03,1,101.25,3.75,3,6,101.0,101.5,3.5,4.0,True,True,11,11,11,1,3,0,0,0,0.6931116442980493,0.6931116442980493,0.9511431711798568,0.7954123548414261,-0.17943302091298222,0.45334592366524795,219.93231796883325,242.95537360666043,1.1046824579964178,872.1883845186971,71.18830143044806,0.08162032732152488,106.51892513754298,222.8159665567204,precipitation-dominant,0.6931116442980493,0.6223771669255496,-0.04286728719689097,-0.7361952897458454,-0.8517186245273678,-0.37833010598779354,0.07537799638083552,12
140,MYS_10_35,1,117.25,5.75,35,10,117.0,117.5,5.5,6.0,True,True,1,10,1,3,4,9,-3,0,0.6880502397132235,0.6880502397132235,0.880009909498221,0.6712657500828606,-0.5532775416172532,0.6399484406770038,281.2948646839485,194.5882328502763,0.6917589237503776,861.0454755444131,105.98028161402885,0.12308325706841525,187.83251295134642,306.1259517481052,precipitation-dominant,0.6880502397132235,0.46411968531817077,-0.03791612813147068,-0.4748339894180652,-0.6660188943929694,-0.582906417668497,-0.42367687639231233,3
141,MYS_07_05,1,102.25,4.25,5,7,102.0,102.5,4.0,4.5,True,True,12,11,12,3,3,11,-1,0,0.6827551896685808,0.6827551896685808,0.9833778357296737,0.7166910352677657,-0.188387845015219,0.3189766299999287,263.32308455486856,463.1003223335908,1.7586772656732064,845.4088046376232,132.13752759257056,0.1563001554605409,96.60528868911673,293.6093315696057,precipitation-dominant,0.6827551896685808,0.44600236954434014,-0.05017944782289602,-0.5746217435577641,-0.7896008422214886,-0.6494533645359704,-0.37798035386584306,1
142,MYS_07_04,1,101.75,4.25,4,7,101.5,102.0,4.0,4.5,True,True,12,11,11,3,3,11,-1,0,0.6826685465627916,0.6826685465627916,0.9256783877404933,0.7787674117298234,-0.22951517340184838,0.4000562694195142,244.11829437184494,256.5850538520333,1.051068517876824,853.4112597502417,115.00830577976296,0.13476305177110173,93.15412872095492,199.1753556745502,mixed,0.6826685465627916,0.5875755180222916,0.0931286786838707,-0.5393230298385322,-0.8026759380745586,-0.6258596858192359,-0.3016786628338881,1
143,MYS_08_07,1,103.25,4.75,7,8,103.0,103.5,4.5,5.0,True,True,12,11,12,1,4,11,-1,0,0.6804220999010648,0.6804220999010648,0.9920751707873046,0.6889310487515797,0.21667771249475856,-0.2363921742578966,268.6186731628269,645.5334117866805,2.4031591109653854,803.5111575909842,134.98108583945339,0.16798906221058796,169.18513360751209,641.9782342422493,precipitation-dominant,0.6804220999010648,0.41255196050561344,-0.07443626482347106,-0.5359450697095973,-0.768776248838011,-0.7085170007631302,-0.44847644245403195,1
144,MYS_05_07,1,103.25,3.25,7,5,103.0,103.5,3.0,3.5,True,True,12,11,12,3,3,11,-1,0,0.6795272496305081,0.6795272496305081,0.983812079900212,0.7119929903017268,0.25307906913012285,0.00189762435692679,224.31179664777838,416.8907288229298,1.858532342271526,801.8085281996118,108.08726025973806,0.1348043285376849,103.84276850508668,418.0873253073289,precipitation-dominant,0.6795272496305081,0.40189700868755196,-0.14176017836096283,-0.6193425687180066,-0.7466750189086154,-0.5908546138576743,-0.32595123992795255,1
145,MYS_07_07,1,103.25,4.25,7,7,103.0,103.5,4.0,4.5,True,True,12,11,12,1,3,11,-1,0,0.679114294374674,0.679114294374674,0.9901983037563102,0.6723511197568125,0.24106676992382448,-0.2227715596365459,259.46276922505524,604.8728007386953,2.331250847839503,838.1248588387745,139.12145799732104,0.16599132758104135,149.93961770896513,627.1712135846848,precipitation-dominant,0.679114294374674,0.4173260311774184,-0.08378380615912569,-0.5560317083860028,-0.7631363973858883,-0.6829590507252841,-0.42331637127633337,1
146,MYS_02_08,1,103.75,1.75,8,2,103.5,104.0,1.5,2.0,True,True,12,12,12,1,3,0,0,0,0.6746558488934017,0.6746558488934017,0.9392118063047433,0.7024545279890662,0.194128355653845,0.3593347911664221,210.3194934133487,248.16763745873283,1.1799554736041502,830.1295256473845,73.88885876619361,0.08900883113219069,87.98756240413076,184.98144803824303,precipitation-dominant,0.6746558488934017,0.3989149111833603,-0.3399018650903778,-0.7602714613587217,-0.5820151353725829,-0.2305377287890368,0.006876046487119823,12
147,MYS_08_04,1,101.75,4.75,4,8,101.5,102.0,4.5,5.0,True,True,12,10,12,3,3,10,-2,0,0.6714667918748317,0.6714667918748317,0.9365550451540219,0.7572138203998084,-0.27458558157885177,0.34512502133429657,253.05284113794548,295.341526690562,1.167114051604597,851.4296839250837,129.26435231042296,0.15182034964357288,117.70669745585434,246.45542004252871,precipitation-dominant,0.6714667918748317,0.5569871908181905,0.08446282267405048,-0.4995194108548207,-0.7714063590146372,-0.6505027995209253,-0.3683358348535221,2
148,MYS_09_06,1,102.75,5.25,6,9,102.5,103.0,5.0,5.5,True,True,12,11,12,3,4,11,-1,0,0.6692107973138165,0.6692107973138165,0.9850275601875511,0.6852898174178396,0.09875396456340173,-0.1393476571816831,274.8649636596086,614.5425231906671,2.2357979533241403,815.0134145873909,141.8410718773448,0.17403526044924467,172.68760029190548,618.3442534758769,precipitation-dominant,0.6692107973138165,0.4073782930805779,-0.042991479916476415,-0.481085188786373,-0.7638072376080592,-0.7677045332079132,-0.5146745444599661,1
149,MYS_06_06,1,102.75,3.75,6,6,102.5,103.0,3.5,4.0,True,True,12,11,12,3,3,11,-1,0,0.6690582247228152,0.6690582247228152,0.9841222184454209,0.6909570819861202,0.05845909386634425,0.11169883774153455,236.9321641090013,462.7480719275701,1.9530825359560788,840.5915664220739,130.66634535693618,0.1554457010711033,102.85269981745911,410.4210453356873,precipitation-dominant,0.6690582247228152,0.41774421299969444,-0.09635258078986338,-0.5831891878603447,-0.761698545508532,-0.6274724447500902,-0.34561250354592493,1
150,MYS_05_06,1,102.75,3.25,6,5,102.5,103.0,3.0,3.5,True,True,12,11,12,3,3,11,-1,0,0.6659652738159971,0.6659652738159971,0.9755166141858095,0.7350793512659859,0.029879115991335123,0.26677057755926736,215.08300532752278,364.4180037447169,1.6943133335420466,843.9404463358904,118.18523851869475,0.14003978483531138,85.63398044068317,314.2274087071796,precipitation-dominant,0.6659652738159971,0.41214317817998924,-0.12711827144818943,-0.6126015012254491,-0.7255779855220492,-0.54629402865869,-0.28531107327899224,1
151,MYS_01_08,1,103.75,1.25,8,1,103.5,104.0,1.0,1.5,True,True,12,12,12,1,3,0,0,0,0.6625814480145702,0.6625814480145702,0.9432111170092606,0.6953211315339646,0.1428749986893521,0.46184436072218243,210.03206442192024,226.28923256636438,1.0774032678733574,817.9754896491091,56.04351370110862,0.06851490589913627,87.47501764694528,144.91187075283923,precipitation-dominant,0.6625814480145702,0.39433376159262223,-0.39204922193912134,-0.7336216363175172,-0.44016489542160386,-0.03657794331308881,0.13776207010084918,12
152,MYS_05_26,1,112.75,3.25,26,5,112.5,113.0,3.0,3.5,True,True,1,11,1,3,8,10,-2,0,0.6609960502352737,0.6609960502352737,0.9626767330701873,0.80282036124645,-0.4265160499567113,0.7117491577642492,327.89262146112316,285.744438891257,0.871457361919126,894.8593942291315,22.63933222202661,0.02529931782358843,199.08425765441416,264.4143296804584,precipitation-dominant,0.6609960502352737,0.2986138248446303,-0.2196121081381407,-0.5108782509493246,-0.6757733528294068,-0.7403298750417676,-0.686208678167514,2
153,MYS_07_06,1,102.75,4.25,6,7,102.5,103.0,4.0,4.5,True,True,12,11,12,3,3,11,-1,0,0.6602611274201183,0.6602611274201183,0.9897710361678557,0.6705293966730715,-0.005865722397272984,0.08024214638062876,269.1957876324738,586.4494832073301,2.178523996846469,840.998085665045,140.87856537318783,0.1675135387041741,132.4914611484683,490.7033832269569,precipitation-dominant,0.6602611274201183,0.3766046418709898,-0.14675656036353454,-0.6291450979501602,-0.79328455903312,-0.6304449504982743,-0.3293242163795857,1
154,MYS_06_28,1,113.75,3.75,28,6,113.5,114.0,3.5,4.0,True,True,1,11,12,3,4,10,-2,0,0.6585629411025291,0.6585629411025291,0.9411184139906349,0.7696292392449628,-0.41579326782378706,0.7860667797852451,318.21351674112367,176.42179640867363,0.554413270106933,890.4540570310875,34.971630332642235,0.03927393003210418,166.72012054878618,205.85648574947407,precipitation-dominant,0.6585629411025291,0.4089919281853888,-0.19417235795878468,-0.6473142948333261,-0.7474874324622415,-0.6071838813378757,-0.4757192907709226,2
155,MYS_03_05,1,102.25,2.25,5,3,102.0,102.5,2.0,2.5,True,True,12,11,12,3,3,11,-1,0,0.6580690347234781,0.6580690347234781,0.9223980080066403,0.7706133617233496,0.05246494227104587,0.4996268731697973,199.63172348588785,200.50898826240163,1.0043944156830154,833.873340638732,99.74712686979785,0.11961903805845783,56.92904537591701,134.17630958819504,precipitation-dominant,0.6580690347234781,0.4752942512192901,-0.2127209966664792,-0.7149338101185283,-0.6213671862592097,-0.3105210949066359,-0.10972325310194508,1
156,MYS_04_06,1,102.75,2.75,6,4,102.5,103.0,2.5,3.0,True,True,12,11,12,3,3,11,-1,0,0.6579397427717202,0.6579397427717202,0.956716615797792,0.7228722442163175,-0.017625099440716316,0.4186276198441911,206.05496240409948,296.67768556578744,1.4397987901109874,850.4089321764209,102.45243287549238,0.12047431417881461,74.45431472604777,255.2171094628577,precipitation-dominant,0.6579397427717202,0.4049212109923188,-0.19080595643916629,-0.667699656209209,-0.6740240951057082,-0.4236430335400303,-0.19809189214150794,1
157,MYS_08_06,1,102.75,4.75,6,8,102.5,103.0,4.5,5.0,True,True,12,11,12,3,3,11,-1,0,0.6452079134858146,0.6452079134858146,0.9875174879363957,0.6561546430563467,-0.04156789331586508,0.058816130421629045,283.17835195897237,640.8261513972232,2.2629771907496226,848.1249752241755,131.83360792674318,0.1554412519120747,171.82674761431824,596.5619140185178,precipitation-dominant,0.6452079134858146,0.3499850430645481,-0.15602643398515237,-0.6140839519382069,-0.8011202597486843,-0.6762933173828561,-0.3784387122288684,1
158,MYS_08_05,1,102.25,4.75,5,8,102.0,102.5,4.5,5.0,True,True,12,10,12,3,3,10,-2,0,0.6448730351746965,0.6448730351746965,0.9804476831054376,0.6974211873430846,-0.1891890219115275,0.2600827000751337,277.3076720459247,517.0456113421727,1.8645196778275404,849.685887517374,128.6728280978732,0.1514357599534006,146.76913645328588,407.38853713690287,precipitation-dominant,0.6448730351746965,0.36095382173037355,-0.15134917313211624,-0.6299297024906261,-0.808530954184479,-0.6524880947063519,-0.35684716022928464,2
159,MYS_06_27,1,113.25,3.75,27,6,113.0,113.5,3.5,4.0,True,True,1,11,1,3,4,10,-2,0,0.6413124341863741,0.6413124341863741,0.9621638239525816,0.7886607201288918,-0.4022148639432533,0.7646993947927042,324.50771378278733,234.3038236618042,0.7220285179989216,890.0879774416732,35.58988670807719,0.039984684222306964,168.7357656380518,206.1010485831506,precipitation-dominant,0.6413124341863741,0.31311306997297406,-0.2411050188645331,-0.5979193639452612,-0.7494936328173859,-0.6951692693177751,-0.5648663598608137,2
160,MYS_06_07,1,103.25,3.75,7,6,103.0,103.5,3.5,4.0,True,True,12,11,12,1,3,11,-1,0,0.6381347836359397,0.6381347836359397,0.9864845313774646,0.6626185988392854,0.2766350968080878,-0.13975570886624586,238.81773961283773,495.66779181365166,2.075506587648009,830.4276085568098,129.58307275709763,0.15604379168257485,127.06540955830991,530.0553400254366,precipitation-dominant,0.6381347836359397,0.3701639698683338,-0.15353301451917414,-0.6259887599402455,-0.7862454713329747,-0.6388017795921599,-0.3353410894367278,1
161,MYS_03_07,1,103.25,2.25,7,3,103.0,103.5,2.0,2.5,True,True,12,12,12,3,3,0,0,0,0.637590617942511,0.637590617942511,0.9455202243408887,0.6599495925859591,0.09973841472567584,0.35780903205327036,209.73042470499743,287.40757401622795,1.3703666238243193,845.8939291290338,99.02360757817678,0.11706385891684486,85.36379323584431,272.9700780757773,precipitation-dominant,0.637590617942511,0.3386784098536495,-0.31944661631651494,-0.7653089558542423,-0.6465639514318385,-0.3211326910962243,-0.08923967409703712,12
162,MYS_09_07,1,103.25,5.25,7,9,103.0,103.5,5.0,5.5,True,True,12,11,12,3,4,11,-1,0,0.6373150246598219,0.6373150246598219,0.9873222700214501,0.6705286980833643,0.2509986572461118,-0.2670586206088717,265.2060551281918,612.6100269296435,2.309939818808165,839.4870073354263,149.48601106585886,0.17806828427319552,199.07026361950543,703.7702761085454,precipitation-dominant,0.6373150246598219,0.38202461010131666,-0.05605389504249412,-0.4869759510932249,-0.7757892131354588,-0.7842081059887352,-0.5070895500411977,1
163,MYS_09_35,1,117.25,5.25,35,9,117.0,117.5,5.0,5.5,True,True,10,10,10,3,4,0,0,0,0.6310490222540264,0.6310490222540264,0.8128478602347761,0.7417109760130722,-0.4367843460773952,0.5851009364552426,279.73498705719305,137.595406347406,0.4918777153866492,865.4081109605686,78.11068050646907,0.09025878024157795,158.49259878661,140.78208448937707,mixed,0.6310490222540264,0.3933366011137868,0.011975080216958773,-0.2750891719574385,-0.3974457969691852,-0.5045954120209369,-0.5319785409167411,12
164,MYS_03_06,1,102.75,2.25,6,3,102.5,103.0,2.0,2.5,True,True,12,11,12,3,3,11,-1,0,0.5988986394228887,0.5988986394228887,0.9270014501942179,0.6824077688959607,-0.03317351706235109,0.5577283106597033,201.65139448022373,232.04487874276526,1.1507229064340652,839.8609405973625,90.96511676643468,0.10830973601622014,63.87582380285568,168.47653803273974,precipitation-dominant,0.5988986394228887,0.35663115407782875,-0.3059400190189799,-0.7517208530143924,-0.6079101835425437,-0.2784643595378831,-0.08110010099275543,1
165,MYS_01_07,1,103.25,1.25,7,1,103.0,103.5,1.0,1.5,True,True,12,12,12,1,3,0,0,0,0.5948309557698392,0.5948309557698392,0.9071316812090144,0.6793851103125105,0.03709819078354137,0.5623447705266552,208.72881442175972,196.6136874720503,0.9419575731157583,784.0849817680592,58.577605461351936,0.07470823548904527,69.54214508042043,123.25263000681545,precipitation-dominant,0.5948309557698392,0.41077061320847424,-0.36300706601775884,-0.7284753841060577,-0.47707006492575144,-0.0718745662538259,0.13222650725406548,12
166,MYS_08_36,1,117.75,4.75,36,8,117.5,118.0,4.5,5.0,True,True,10,11,10,3,8,1,1,0,0.5897787506338107,0.5897787506338107,0.8160081748620072,0.7386527491081855,-0.268934930835566,0.440753863335064,246.37232475220404,100.17025039628587,0.40658077361990613,851.078469569103,77.10425565051628,0.09059594198118276,93.21548585201468,64.94992218194763,mixed,0.5897787506338107,0.45571187430662213,0.20528836007800846,-0.1675557379623214,-0.4422203351106201,-0.5654013598363384,-0.5875790498284423,11
167,MYS_02_07,1,103.25,1.75,7,2,103.0,103.5,1.5,2.0,True,True,12,11,12,3,3,11,-1,0,0.5860244439056893,0.5860244439056893,0.9244069722662837,0.6262097535784836,0.04317041743777839,0.5497113315590613,209.46090182135006,229.583792475844,1.0960699131891298,828.1999697240193,78.50039697265618,0.09478435141553414,76.10827346677665,175.68455073518555,precipitation-dominant,0.5860244439056893,0.3073831375124748,-0.42022085487478356,-0.8045348657649859,-0.5695812243627161,-0.17801265629007593,0.0371862220697849,1
168,MYS_02_06,1,102.75,1.75,6,2,102.5,103.0,1.5,2.0,True,True,12,11,12,3,3,11,-1,0,0.5290054199865751,0.5290054199865751,0.9059827386648673,0.6768927773641527,-0.015435086305826856,0.630825599764016,203.4082627647709,196.68960157292543,0.9669695758642056,828.2236381053925,85.74353427886956,0.10352703102632116,60.356973902912195,122.93397544175386,precipitation-dominant,0.5290054199865751,0.2939820165337929,-0.3838903328180842,-0.7913854977666742,-0.5862769912128765,-0.21774892997689335,-0.012960446534785446,1
169,MYS_08_35,1,117.25,4.75,35,8,117.0,117.5,4.5,5.0,True,True,10,10,10,3,4,0,0,0,0.48990138223435614,0.48990138223435614,0.8386647231123071,0.6927354292573815,-0.0737823583756365,0.5289680836862475,260.67002750248713,98.53835546584358,0.3780195076892889,862.0077152213174,59.557138181010146,0.06909118924268452,121.83096055139599,78.32800160749878,mixed,0.48990138223435614,0.45157004171256376,0.3235104152794797,0.05732800457033489,-0.2330171182667343,-0.42679169039642467,-0.45934505327478803,12
170,MYS_07_38,1,118.75,4.25,38,7,118.5,119.0,4.0,4.5,True,True,12,12,12,3,8,0,0,0,0.47154069430463785,0.47154069430463785,0.6020174541800907,0.5780363922923569,-0.3716555767471521,0.28920889604773536,187.0724887100267,78.4945321471603,0.4195942048369892,695.0069876776802,78.68483581542966,0.11321445281917213,45.27786867216023,36.40229674180349,mixed,0.47154069430463785,0.39907795059378126,0.1962179822644279,-0.1990943560847008,-0.5706488313657622,-0.740389574862369,-0.5601945824712906,12
171,MYS_07_37,1,118.25,4.25,37,7,118.0,118.5,4.0,4.5,True,True,12,12,12,3,8,0,0,0,0.4242789703891406,0.4242789703891406,0.5512139543414232,0.7922204382797127,-0.31887575040082167,0.3466165795700853,209.45906833666652,69.98362166384277,0.3341159789336841,734.9972962143906,85.90386489252626,0.11687643660048111,51.664542192209915,42.05603188745433,storage-dominant,0.4242789703891406,0.39271484695195125,0.2548517367458526,-0.08444064540701063,-0.45670394931632946,-0.6765014137822586,-0.5907777410755923,12
172,MYS_03_31,1,115.25,2.25,31,3,115.0,115.5,2.0,2.5,True,True,11,9,11,3,10,10,-2,0,0.25862402928005696,0.25862402928005696,0.8392594566068762,0.6701501655867041,0.4087614194007174,0.5744486098343975,282.2784578111437,88.30597635904948,0.31283285676064565,872.4706129286025,39.73868815104174,0.045547308484868945,144.86064885821605,67.04277763366699,precipitation-dominant,0.25862402928005696,0.2406419129653859,-0.00695640962586659,-0.2939093731480176,-0.44508404150063957,-0.4011560180230296,-0.20312955908505015,2
