rank,region_id,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,region_lon_min,region_lon_max,region_lat_min,region_lat_max,small_region_lt_4_cells,very_small_region_lt_2_cells,precipitation_peak_month,soil_moisture_peak_month,runoff_peak_month,aet_peak_month,pet_peak_month,peak_month_forward_lag,peak_month_shortest_signed_lag,best_precipitation_lag_0_to_6,best_lag_correlation,corr_precipitation_soil_moisture,corr_precipitation_runoff,corr_soil_moisture_runoff,corr_precipitation_aet,corr_pet_aet,precipitation_mean_mm,precipitation_amplitude_mm,precipitation_seasonality_ratio,soil_moisture_mean_mm,soil_moisture_amplitude_mm,soil_moisture_seasonality_ratio,runoff_mean_mm,runoff_amplitude_mm,runoff_control_class,corr_precipitation_lag_0_soil_moisture,corr_precipitation_lag_1_soil_moisture,corr_precipitation_lag_2_soil_moisture,corr_precipitation_lag_3_soil_moisture,corr_precipitation_lag_4_soil_moisture,corr_precipitation_lag_5_soil_moisture,corr_precipitation_lag_6_soil_moisture,asynchrony_rank
27,MYS_04_03,1,101.25,2.75,3,4,101.0,101.5,2.5,3.0,True,True,11,11,11,1,3,0,0,1,0.8459078097215157,0.806779942372883,0.9306269856688345,0.8347542015960828,-0.18785689627543806,0.2836208643639024,211.1572739866045,225.76221357981365,1.0691661685030829,868.8382320827908,61.9952473958333,0.07135418896935217,85.65404227972031,221.6456204891205,mixed,0.806779942372883,0.8459078097215157,0.25204113994037225,-0.44951259422253476,-0.6538725748483153,-0.35544314421925277,-0.07983520901985858,11
28,MYS_01_27,1,113.25,1.25,27,1,113.0,113.5,1.0,1.5,True,True,12,11,3,3,8,11,-1,1,0.8394754841006968,0.8289484331279209,0.9552569000840514,0.9311342184239706,-0.19944913933135075,0.6828820592412408,351.2077112367418,207.30236157403476,0.5902557231560801,889.6530504781382,33.927947237318904,0.03813615568348195,234.75594801071188,166.66882289748256,mixed,0.8289484331279209,0.8394754841006968,0.6022500897291275,0.20325934362349302,-0.19727559900185826,-0.4963424501108218,-0.6596703261495622,1
29,MYS_08_02,1,100.75,4.75,2,8,100.5,101.0,4.5,5.0,True,True,10,10,10,1,3,0,0,1,0.8382778037414581,0.57617061862392,0.8241863110605925,0.7792616576282885,-0.3841862536595436,0.5786771010449513,238.9487101985258,242.1887508450396,1.0135595653302414,859.9180956012618,94.9507272363677,0.11041833835346536,95.83202950104855,190.3904712789669,mixed,0.57617061862392,0.8382778037414581,0.40648671560804406,-0.3635252584174925,-0.779645367860515,-0.5636061913898636,-0.02494382047994077,11
30,MYS_07_02,1,100.75,4.25,2,7,100.5,101.0,4.0,4.5,True,True,10,11,11,1,3,1,1,1,0.8354761222331643,0.6877747236619252,0.9102358287221548,0.7724548362990706,-0.26408225320698653,0.5490483476016909,232.6668971188532,205.58843707482023,0.8836170491834062,880.0390055670705,51.70710895979482,0.05875547405592134,99.76393087772827,156.1878523629377,mixed,0.6877747236619252,0.8354761222331643,0.21344402185701686,-0.5982689548193019,-0.8512441512831428,-0.4131510860661356,0.16604549339660654,11
31,MYS_02_27,1,113.25,1.75,27,2,113.0,113.5,1.5,2.0,True,True,12,11,12,3,8,11,-1,1,0.8332831688160829,0.823012123671551,0.9755609336449284,0.908116158420106,-0.1590933283734624,0.6429537416136555,347.7520083154614,210.68839454449042,0.6058581676208914,891.7008851346345,30.38903638082843,0.03407985445280802,225.42971119589697,175.29088322331663,mixed,0.823012123671551,0.8332831688160829,0.5447850518461572,0.1466399219797587,-0.24816064697304635,-0.5366582231607671,-0.674921993407222,1
32,MYS_10_02,1,100.75,5.75,2,10,100.5,101.0,5.5,6.0,True,True,10,10,10,1,3,0,0,1,0.8326000265878714,0.6160111662485059,0.7956619944335483,0.8466762286850414,-0.5628688615510559,0.4851242385361689,222.15594155865793,290.50867399972583,1.3076790652615522,777.569147684168,197.6274467976889,0.25416060730583534,92.91575557735797,217.778668258715,mixed,0.6160111662485059,0.8326000265878714,0.6745624467991922,0.17248503329919465,-0.3639632554316996,-0.6469366646064917,-0.6204003517720083,11
33,MYS_10_32,1,115.75,5.75,32,10,115.5,116.0,5.5,6.0,True,True,10,10,10,3,3,0,0,1,0.8324490870237213,0.5855062715948737,0.8251669498100508,0.8362368752961489,0.11377457880533853,0.9409069515282314,253.9913606709823,213.23607802342298,0.8395406735886844,835.8542252709123,142.9821188596694,0.17106107086235864,101.07741983147407,161.60326926564414,mixed,0.5855062715948737,0.8324490870237213,0.7582943954263849,0.3770709765836534,-0.11470162253224513,-0.5048456175578275,-0.6469997988005198,11
34,MYS_11_03,1,101.25,6.25,3,11,101.0,101.5,6.0,6.5,True,True,10,11,12,1,3,1,1,1,0.8251164892395899,0.6527254730560571,0.7556938169295964,0.8086365308553646,-0.49644615148203175,0.17327491961210387,216.36281159034147,273.6678544910138,1.2648562499232676,802.6525050953923,212.46384574694503,0.2647021524236002,109.28528461709095,289.5860701901638,mixed,0.6527254730560571,0.8251164892395899,0.637396118945152,0.18131574314561144,-0.3213601644006195,-0.6138538148775224,-0.6327760592847497,11
35,MYS_08_32,1,115.75,4.75,32,8,115.5,116.0,4.5,5.0,True,True,5,11,12,3,3,6,-6,1,0.82406553701445,0.6243013145726762,0.8840306739322642,0.560968027803544,0.15417507976322944,0.8816786290445993,251.81035294194703,148.62262000472458,0.5902164794590015,854.3381384939365,64.24233798233922,0.07519544672977885,105.3215797386777,73.36433689866746,precipitation-dominant,0.6243013145726762,0.82406553701445,0.4770679520013256,-0.07218222868344834,-0.3852491442403716,-0.3726291309056022,-0.17584075894644405,6
36,MYS_12_34,1,116.75,6.75,34,12,116.5,117.0,6.5,7.0,True,True,12,12,12,3,4,0,0,1,0.8229634948294691,0.8114762673264015,0.8385637882730838,0.8690565820313555,-0.20502925429656535,0.35732309595389916,214.91043013399727,214.14965030927445,0.9964600144150823,756.0409878666693,162.25808534081898,0.21461546125781453,82.96034238318511,252.3811995362419,mixed,0.8114762673264015,0.8229634948294691,0.5303429362451746,0.04195387347543795,-0.37693283234714836,-0.5665795707193035,-0.6190243577093555,11
37,MYS_10_33,1,116.25,5.75,33,10,116.0,116.5,5.5,6.0,True,True,10,10,10,3,4,0,0,1,0.8200831268701931,0.5992703943760447,0.7514710074737267,0.8754558272739308,-0.10890091736146316,0.9155252980554636,235.05822926960295,143.99236241416327,0.6125816690680905,833.1792111553212,131.1982465439246,0.1574670188446008,104.36232064208538,128.25409963894458,mixed,0.5992703943760447,0.8200831268701931,0.7032939529873636,0.3425850862821573,-0.10911520694318802,-0.46978320352674274,-0.6189267478824253,11
38,MYS_10_31,1,115.25,5.75,31,10,115.0,115.5,5.5,6.0,True,True,10,10,10,3,3,0,0,1,0.8176185980871095,0.5721205651717315,0.8513150115398102,0.8319586328177451,0.20509991400027933,0.9158814533352163,265.5921757901156,249.18507359928554,0.9382244520493864,848.4605244106716,152.76980183919272,0.18005528535968648,108.47284697985482,211.01356703440348,mixed,0.5721205651717315,0.8176185980871095,0.7621370314237479,0.37163335210436027,-0.15011922179950465,-0.5642622349918849,-0.6961094077749068,11
39,MYS_03_30,1,114.75,2.25,30,3,114.5,115.0,2.0,2.5,True,True,11,11,11,3,8,0,0,1,0.8148297516906948,0.7439910801849035,0.8352115355823183,0.8967583670705419,0.44046419722979435,0.6462709057676083,296.23684015328746,107.85479151653988,0.36408297989112537,884.9397558063248,26.181264582808353,0.02958536376179974,176.0415684066697,121.43200842611253,mixed,0.7439910801849035,0.8148297516906948,0.044017744134565,-0.7140156323042539,-0.7542212487029606,-0.20327142890468186,0.32336025843075517,11
40,MYS_07_30,1,114.75,4.25,30,7,114.5,115.0,4.0,4.5,True,True,12,11,12,3,4,11,-1,1,0.8070814295696932,0.7818999702764937,0.8034140949672595,0.7822822359705885,-0.3778868103525461,0.8934777628796357,289.93282269767485,146.11956104278565,0.5039772995800157,889.0483273801452,39.288317043728284,0.04419143013237921,167.02260089634305,169.53908083830945,mixed,0.7818999702764937,0.8070814295696932,0.047977266982256524,-0.5721610553170059,-0.4646261100626137,-0.14496782990026502,-0.02747653174562144,1
41,MYS_07_31,1,115.25,4.25,31,7,115.0,115.5,4.0,4.5,True,True,5,12,12,3,3,7,-5,1,0.7823536638998526,0.75106958049176,0.7639812819221768,0.6974177363433238,-0.0010177676908037913,0.9273778059553264,265.3825399929727,133.39974617295798,0.5026696412525496,863.7002706510049,52.09361729092063,0.0603144621590261,128.06594441509,111.82948486562128,mixed,0.75106958049176,0.7823536638998526,0.18063179575013183,-0.4713992272341477,-0.4675435996775537,-0.2338108717050396,0.025382679619556613,5
42,MYS_10_03,1,101.25,5.75,3,10,101.0,101.5,5.5,6.0,True,True,10,10,12,3,3,0,0,1,0.7671024112834224,0.6509065631440497,0.7566736943523406,0.7825476285004683,-0.5284555416957178,0.5193557483780886,231.0715031482625,277.4252507675351,1.2006034798221337,825.748433765068,185.02747090657556,0.22407244548188554,131.97937053896337,334.9649893738662,mixed,0.6509065631440497,0.7671024112834224,0.5420054850780673,0.05613599893190253,-0.44404821437296,-0.6943129807303502,-0.6413360840650928,11
43,MYS_09_03,1,101.25,5.25,3,9,101.0,101.5,5.0,5.5,True,True,10,10,10,3,3,0,0,1,0.7624458805159864,0.6541408057938222,0.8387231303258548,0.8281819470368951,-0.48667558998640953,0.5796236874696131,236.24083196614785,267.49992709286,1.132318764993138,842.6950551404733,143.7482453845796,0.17058156981901057,129.18411554726552,230.9053345115853,mixed,0.6541408057938222,0.7624458805159864,0.4342258384883508,-0.16660756639231486,-0.6040236080557095,-0.6719892210284921,-0.4666701231845153,11
44,MYS_09_39,1,119.25,5.25,39,9,119.0,119.5,5.0,5.5,True,True,12,12,12,3,8,0,0,1,0.759841446863872,0.6657232008603743,0.5816911995473586,0.8365381484834049,-0.5087913604148152,0.522804122989964,164.0573215882346,122.77103427991479,0.7483423055513259,797.2779877556695,115.42820536295574,0.14477786560730857,51.707852798089796,99.16466289758682,storage-dominant,0.6657232008603743,0.759841446863872,0.6122619910526341,0.2315937882250978,-0.1979469483078345,-0.46482716189951906,-0.6147246434395095,11
45,MYS_07_29,1,114.25,4.25,29,7,114.0,114.5,4.0,4.5,True,True,12,11,12,3,4,11,-1,1,0.7571255788102185,0.6722034971784491,0.7922823524169764,0.7913115156289,-0.5281956604560395,0.8151920417511229,304.20219552298573,162.22389271628404,0.5332765348303553,884.5649411090604,49.37058659262641,0.05581341097548583,130.57504288757286,169.7722748296755,mixed,0.6722034971784491,0.7571255788102185,0.19664767027831828,-0.4595804555637348,-0.6218345325070687,-0.45592049033108173,-0.32620536749138934,1
46,MYS_09_33,1,116.25,5.25,33,9,116.0,116.5,5.0,5.5,True,True,5,10,10,3,4,5,5,1,0.7537744688120095,0.5167671737470209,0.7926085213339631,0.8032159446342632,0.08433530948081525,0.8440262632802537,241.68542601564263,133.43651834459752,0.5521082530477494,851.2889055125993,89.40891920645015,0.10502770402324582,98.50415044079011,72.98675176712374,mixed,0.5167671737470209,0.7537744688120095,0.662722763130732,0.36023379258130916,-0.08814447015728462,-0.41971288887501224,-0.4925967461074272,7
47,MYS_09_01,1,100.25,5.25,1,9,100.0,100.5,5.0,5.5,True,True,10,10,10,12,3,0,0,1,0.7468461611620469,0.5148503212515186,0.8813970375600535,0.7513346377530444,-0.22177008780658458,-0.12081927203139467,228.616422205593,290.28219405029097,1.2697346553225402,500.6905599806044,99.58076273600255,0.19888683888879408,45.294551151126825,126.82136591517676,mixed,0.5148503212515186,0.7468461611620469,0.5777214443072564,0.057738271562664076,-0.44860465166614044,-0.6633853757130835,-0.5209680820854942,11
48,MYS_08_03,1,101.25,4.75,3,8,101.0,101.5,4.5,5.0,True,True,10,10,10,3,3,0,0,1,0.7391480796203268,0.6091936066392782,0.8525790020119299,0.8332703459408901,-0.3356309410823734,0.5297584513896758,239.04178796816686,246.9325388607737,1.0330099224896094,854.7725909413062,107.57917852492562,0.12585707551344805,128.40478660460346,223.8561044712483,mixed,0.6091936066392782,0.7391480796203268,0.29574319895085505,-0.40307520949464687,-0.7514521844974578,-0.5938164076420895,-0.16989989979103307,11
49,MYS_08_33,1,116.25,4.75,33,8,116.0,116.5,4.5,5.0,True,True,5,10,5,3,4,5,5,1,0.7123035752087742,0.502549518923256,0.9056610560248817,0.47709262233776273,0.2995037578717935,0.7674599333800091,241.13467964949427,134.53684784218112,0.5579323888116783,862.145188159976,60.71825829561419,0.07042695259391457,117.88365399204758,74.56966005095727,precipitation-dominant,0.502549518923256,0.7123035752087742,0.4973579086574328,0.13637624620467267,-0.18449071133182787,-0.28758069979578205,-0.1972346901113053,7
50,MYS_04_30,1,114.75,2.75,30,4,114.5,115.0,2.5,3.0,True,True,11,11,11,3,4,0,0,1,0.7044845285408617,0.6866333919690443,0.7901919529683812,0.8438706029632158,0.3047292780545992,0.7438177387345497,291.5532315485037,96.30209267164742,0.3303070666038092,886.6405635760848,25.462289674924932,0.028717713491731026,183.46929173214653,139.49394427479706,mixed,0.6866333919690443,0.7044845285408617,-0.10648563400745197,-0.6667838989073441,-0.6219754259520718,-0.1555067197141413,0.2322084807969808,11
51,MYS_07_32,1,115.75,4.25,32,7,115.5,116.0,4.0,4.5,True,True,5,12,12,3,3,7,-5,1,0.704402125024721,0.5727012405227395,0.8245769199935266,0.5522100347391767,0.22792944420905334,0.8199923382805571,254.24820858436343,138.62024887386687,0.5452162264807878,866.5361346751644,49.03325277382373,0.05658535266068815,142.7912255650759,97.04174337209282,precipitation-dominant,0.5727012405227395,0.704402125024721,0.37087346848587194,-0.07705868333368347,-0.3114905897823151,-0.3515754224894903,-0.14235122075947643,5
52,MYS_07_03,1,101.25,4.25,3,7,101.0,101.5,4.0,4.5,True,True,10,11,11,3,3,1,1,1,0.7005313122113546,0.6315178566627262,0.8809830106831843,0.8094197205555782,-0.23201168719005716,0.48606310199988184,232.97584274199173,203.5466078046065,0.8736811740177863,865.6157733325998,79.53795966859082,0.09188598696898925,130.8674964675879,209.85748420161553,mixed,0.6315178566627262,0.7005313122113546,0.09686926126038789,-0.6529226577441382,-0.8673970172279317,-0.4739241509329469,0.08944848516396565,11
53,MYS_10_34,1,116.75,5.75,34,10,116.5,117.0,5.5,6.0,True,True,10,10,1,3,4,0,0,1,0.6755354061298786,0.6703009091926166,0.6471908352227438,0.8065468632249844,-0.5024089079691657,0.7973371424004141,242.30277276258622,119.28505367824013,0.49229751817622963,847.1682511309804,112.71727445087731,0.13305181621289316,145.59189849139798,165.16589861186998,storage-dominant,0.6703009091926166,0.6755354061298786,0.3482212347375766,-0.009585337434511915,-0.3490644276168385,-0.5479804050531825,-0.6211646053565576,11
54,MYS_06_32,1,115.75,3.75,32,6,115.5,116.0,3.5,4.0,True,True,5,9,12,3,3,4,4,1,0.6597360077474477,0.5064796999122396,0.8472394257946099,0.706515933704172,0.23978389293015456,0.7628671159692358,266.4943823126771,130.32000891596297,0.48901597018678944,868.165986972385,49.253353479325824,0.056732645851619266,156.95142783002672,106.62720956415008,mixed,0.5064796999122396,0.6597360077474477,0.4877140669556607,0.11258081083843001,-0.21436519977850477,-0.3662329798738446,-0.29620194586126225,8
55,MYS_06_31,1,115.25,3.75,31,6,115.0,115.5,3.5,4.0,True,True,5,12,12,3,3,7,-5,1,0.6392810944065695,0.6117490681012361,0.7687664212356026,0.6569588008655641,0.17327455283984713,0.8775314479104542,271.1150295377325,124.65119763127083,0.45977236246846465,866.6670448725731,44.93484307829033,0.05184787323359819,135.86944107374447,103.8749299273352,mixed,0.6117490681012361,0.6392810944065695,0.23687130156122826,-0.2710182988980788,-0.36114839159569134,-0.3059171758524381,-0.06746362381033773,5
56,MYS_07_33,1,116.25,4.25,33,7,116.0,116.5,4.0,4.5,True,True,5,11,12,3,4,6,-6,1,0.6305623684582455,0.4251071870875104,0.7623588565073154,0.526214508932055,0.2441281158974696,0.5970147031932527,255.5226112495593,137.32692135911654,0.5374354961682609,873.3095918329751,45.2233232575702,0.051783838950688395,173.63237215260747,132.40972942971604,precipitation-dominant,0.4251071870875104,0.6305623684582455,0.49403175631672924,0.1694404532430971,-0.17452407215745605,-0.2705170088013367,-0.11377126790694862,6
57,MYS_05_32,1,115.75,3.25,32,5,115.5,116.0,3.0,3.5,True,True,5,9,5,3,9,4,4,1,0.6189056316445589,0.4729872364097119,0.8934576739915289,0.7409005922016639,0.23663901408718624,0.689357243906206,273.0816798333967,120.05525867590745,0.43963131744740797,868.7587597393363,51.1356022409733,0.05886053138194095,154.98208367937104,93.86042572442958,precipitation-dominant,0.4729872364097119,0.6189056316445589,0.4821504376112565,0.13861977377571894,-0.19294741943101804,-0.3618184671644759,-0.33160571130873046,8
58,MYS_09_34,1,116.75,5.25,34,9,116.5,117.0,5.0,5.5,True,True,5,10,10,3,4,5,5,1,0.6151190580917734,0.5537775227318973,0.7570128766583286,0.8435992842942166,-0.09783161799530557,0.7327864434116131,246.54258608601768,101.93348659241755,0.4134518429885107,859.4540321028181,84.63411349525938,0.09847427591698638,135.79401750370863,108.90337596281043,mixed,0.5537775227318973,0.6151190580917734,0.44808579711395463,0.2474545004861125,-0.11573745762666741,-0.4390111082325166,-0.5268708228441613,7
59,MYS_08_34,1,116.75,4.75,34,8,116.5,117.0,4.5,5.0,True,True,5,10,10,3,4,5,5,1,0.5695079737899341,0.4070049586737208,0.8462991611712306,0.5892824517537233,0.2395792930155753,0.6681853750328782,243.16973613190416,116.94567861798441,0.48092201142394136,865.250458007791,56.30647593952949,0.06507534947646626,128.49423263193663,81.5072757492337,precipitation-dominant,0.4070049586737208,0.5695079737899341,0.4702857111443006,0.23126376275479932,-0.07774933823577646,-0.2689588041155235,-0.22900820931621715,7
60,MYS_05_31,1,115.25,3.25,31,5,115.0,115.5,3.0,3.5,True,True,5,9,5,3,4,4,4,1,0.5128853492596529,0.4359678016479644,0.8082407131797735,0.6503049835182456,0.2772880925569815,0.7584374959224864,276.02776641781986,105.83686837787869,0.38342834038541873,863.4863666083743,43.831811967680665,0.050761440669694034,129.82998217535945,72.65981748895051,precipitation-dominant,0.4359678016479644,0.5128853492596529,0.2346080857325713,-0.1737246631766858,-0.30954304944241423,-0.28247891189254487,-0.10409943134735868,8
61,MYS_07_36,1,117.75,4.25,36,7,117.5,118.0,4.0,4.5,True,True,10,11,12,3,8,1,1,1,0.4316174360718032,0.3550317102593634,0.6585832769760772,0.7573575512478987,-0.147141133266114,0.4044301951284892,246.29494195738414,95.36345517302505,0.38719209747119193,815.3533136431196,80.65342039450616,0.09891836955213282,83.5012464909919,68.55992972630256,mixed,0.3550317102593634,0.4316174360718032,0.4164828424459615,0.1597740582378367,-0.21070671301557317,-0.5017857717252373,-0.557788350664714,11
62,MYS_04_31,1,115.25,2.75,31,4,115.0,115.5,2.5,3.0,True,True,5,9,12,3,9,4,4,1,0.3510062428879267,0.3099646585623817,0.7817007016723321,0.7813941642645348,0.34347800884476026,0.6494038877249635,279.72469401927566,78.35784478173241,0.2801248744107405,865.427658481235,45.893900296781,0.053030313795749934,132.82975091955683,60.322589813052005,mixed,0.3099646585623817,0.3510062428879267,0.09098693109364954,-0.24751849439460907,-0.3827465402270526,-0.34707290817365455,-0.16715349266449686,8
63,MYS_09_38,1,118.75,5.25,38,9,118.5,119.0,5.0,5.5,True,True,12,12,12,3,8,0,0,0,0.8587430160997925,0.8587430160997925,0.841655030769127,0.8438984935047212,-0.4709152003725316,0.4912103519366491,188.58268156786764,149.11114553991956,0.7906937386838305,814.620716932085,106.12060460691089,0.1302699555770789,69.9581695773038,122.4258667703028,mixed,0.8587430160997925,0.7512262309254247,0.4302121135743273,-0.04668006268621446,-0.4728506668600979,-0.699506253398429,-0.79654118715856,12
64,MYS_09_37,1,118.25,5.25,37,9,118.0,118.5,5.0,5.5,True,True,12,11,12,3,8,11,-1,0,0.8492174021514118,0.8492174021514118,0.9219829411163523,0.7917733559233392,-0.42294996125992906,0.42686678373290565,224.20203175100312,157.67776487976928,0.7032842818074231,852.0358381612876,85.81113651866872,0.10071306003260505,114.15463640107856,167.74166099169705,mixed,0.8492174021514118,0.597723664829881,0.18605486919334632,-0.2968628906610498,-0.6165446707541621,-0.7726857019115614,-0.793598262326576,1
65,MYS_13_35,1,117.25,7.25,35,13,117.0,117.5,7.0,7.5,True,True,12,12,12,3,4,0,0,0,0.8412323013196286,0.8412323013196286,0.9296233263050526,0.8626335047147702,0.3060468049665881,-0.0642501798126373,201.03517261069337,304.24632525415393,1.5133984829775533,687.2958001057585,182.31598486113967,0.26526567575865523,53.59278273909889,212.20818528201497,mixed,0.8412323013196286,0.8340687534660988,0.5549983169180314,0.09716759222410803,-0.3371530682426884,-0.5692559899789854,-0.6413474444798244,12
66,MYS_02_26,1,112.75,1.75,26,2,112.5,113.0,1.5,2.0,True,True,12,11,12,3,8,11,-1,0,0.8304765639009395,0.8304765639009395,0.9894704304923887,0.8754583432795778,-0.07649780116034353,0.596790103461677,342.0823446267748,216.61809408843828,0.6332337739463786,893.0191735985164,28.88633138020839,0.032346821024914645,230.26905929563745,194.77506118249644,mixed,0.8304765639009395,0.7852802237132311,0.4976858042011059,0.10889396657235699,-0.297894709649229,-0.5912880918182626,-0.7484734169934746,1
67,MYS_02_21,1,110.25,1.75,21,2,110.0,110.5,1.5,2.0,True,True,1,12,1,3,8,11,-1,0,0.8304324849143275,0.8304324849143275,0.9299947824539239,0.741089988649097,-0.1639074246019165,0.29394005380831445,290.5867230842176,297.11226742562286,1.02245644354341,895.8419587487206,26.850672931637177,0.029972555615882537,235.44004509776246,486.1400189292623,precipitation-dominant,0.8304324849143275,0.6934837111247469,0.37931974144162406,0.1489648724879067,-0.1494777167440647,-0.46571132172265506,-0.7327350681689836,1
68,MYS_01_26,1,112.75,1.25,26,1,112.5,113.0,1.0,1.5,True,True,12,11,12,3,8,11,-1,0,0.8302021104724691,0.8302021104724691,0.9772161540536627,0.9017547052374509,-0.11090717153578733,0.6558391350209559,343.8551983497761,213.60493857595654,0.6212060762817768,891.5587237640663,32.42668783399802,0.03637078183374841,239.7703776387153,174.6334529572063,mixed,0.8302021104724691,0.805192897356714,0.5422010556910617,0.1569370949891027,-0.25982576802910234,-0.571934792446379,-0.7274311195866382,1
69,MYS_12_35,1,117.25,6.75,35,12,117.0,117.5,6.5,7.0,True,True,1,12,12,3,4,11,-1,0,0.8289560977371657,0.8289560977371657,0.9338850064394754,0.8143965296339746,0.03756124602641469,0.18928879540457746,236.39459486388077,289.5036129330638,1.2246625736081822,741.922227411636,161.097029244302,0.21713465817883035,96.96491798127217,294.36121932879354,mixed,0.8289560977371657,0.7082871441434782,0.3358753925788538,-0.16668885382193516,-0.5589142909738841,-0.6950210374222434,-0.6474101869081119,1
70,MYS_11_05,1,102.25,6.25,5,11,102.0,102.5,6.0,6.5,True,True,11,11,12,12,4,0,0,0,0.824251222661417,0.824251222661417,0.9569006156287754,0.8000236580161726,0.5701454136264749,-0.7034668753452828,239.27562772686835,473.10610240962774,1.9772431772686663,773.7498159620496,211.24392395019527,0.27301321382227794,96.2906584622416,448.78531622290615,precipitation-dominant,0.824251222661417,0.7621889627431555,0.4133598183573163,-0.0041206292953454675,-0.3550657607791499,-0.5789657926326498,-0.6309748147058337,12
71,MYS_04_29,1,114.25,2.75,29,4,114.0,114.5,2.5,3.0,True,True,11,11,1,3,4,0,0,0,0.8234613473607455,0.8234613473607455,0.8527337330137978,0.9079127942017629,0.09493402627372492,0.7414658478121009,306.25842530952053,119.94652200046977,0.39165133785052814,885.42621193415,32.11908574486574,0.036275282244811684,191.25520082978758,167.87689054213496,mixed,0.8234613473607455,0.7967818168263612,0.06471167352829801,-0.46216179090920395,-0.5578681935949127,-0.3056489857304631,-0.18008992436324137,12
72,MYS_04_28,1,113.75,2.75,28,4,113.5,114.0,2.5,3.0,True,True,1,11,1,3,8,10,-2,0,0.8199119776357497,0.8199119776357497,0.9490832218011169,0.8914939166579056,-0.21399004369020963,0.7244201800447251,322.09352329325696,170.49627851984306,0.5293378046742376,888.5504299900841,30.788564765428077,0.034650329037341936,194.22989444433168,197.08432854644303,mixed,0.8199119776357497,0.7702012438976876,0.26059819649926996,-0.16291587302468133,-0.42295184929165974,-0.4660018196726691,-0.5732400624262515,2
73,MYS_01_21,1,110.25,1.25,21,1,110.0,110.5,1.0,1.5,True,True,1,12,1,3,8,11,-1,0,0.8170429211336078,0.8170429211336078,0.9092893760626123,0.8090267869431857,-0.044149605462339064,0.23929409186423325,292.0622628935311,267.59888442296017,0.9162391668536484,890.3782702844883,36.31536962639257,0.04078645092583998,214.4836150635317,342.82683949059344,mixed,0.8170429211336078,0.7706413207219964,0.5472853677623079,0.27044612933018997,-0.061301337756945,-0.4241671083940938,-0.7107785154252773,1
74,MYS_00_21,1,110.25,0.75,21,0,110.0,110.5,0.5,1.0,True,True,1,12,12,3,8,11,-1,0,0.8148558500547346,0.8148558500547346,0.8722085624887904,0.859798884553447,0.03245271087375231,0.2077442577051537,291.3068637482733,247.84778422429014,0.8508134035539326,887.3570604921,41.70831971779842,0.047002860037726316,199.82093126113602,261.1765026339507,mixed,0.8148558500547346,0.7983843819558162,0.5972173464093861,0.30167428273554364,-0.033998943868811735,-0.39872288254551336,-0.6845391788880913,1
75,MYS_00_24,1,111.75,0.75,24,0,111.5,112.0,0.5,1.0,True,True,12,12,12,3,8,0,0,0,0.8114733911200189,0.8114733911200189,0.9691857844765965,0.8774171439526579,0.1721812881271624,0.34553184493585093,313.98239023874675,196.01013897083422,0.6242711217714838,894.1533263164433,33.19367927672374,0.037123028343996126,186.5169762369817,158.4060926936922,mixed,0.8114733911200189,0.7587242257259328,0.48285252780653154,0.06492576130897709,-0.22171608688034958,-0.4836514909440159,-0.603026874660931,12
76,MYS_02_25,1,112.25,1.75,25,2,112.0,112.5,1.5,2.0,True,True,1,11,1,3,8,10,-2,0,0.8107137067519131,0.8107137067519131,0.9836491332294767,0.8598118426336939,-0.0052366948679951715,0.5084422539724622,330.70914748607277,218.93122608003165,0.6620053534783206,894.1752402605329,28.18791726087136,0.03152392952935975,219.99868232179574,203.53700902494805,mixed,0.8107137067519131,0.7468880260881195,0.47250659409377804,0.09680464640107664,-0.27579973956548604,-0.5756460702717632,-0.7478378023464293,2
77,MYS_00_22,1,110.75,0.75,22,0,110.5,111.0,0.5,1.0,True,True,1,12,1,3,8,11,-1,0,0.8102314541479441,0.8102314541479441,0.9652064851100759,0.8434046219992793,0.03496861811230301,0.27129460695919755,302.8185037992871,219.91440535227457,0.726225123607497,893.8463746400863,35.22161522274928,0.03940455118692126,184.6790436078253,213.11130175363448,mixed,0.8102314541479441,0.7631525264518371,0.4888445598569642,0.15867721783089023,-0.15639676403431899,-0.45721327100863085,-0.6492244470081331,1
78,MYS_01_24,1,111.75,1.25,24,1,111.5,112.0,1.0,1.5,True,True,12,11,12,3,8,11,-1,0,0.8095828953194448,0.8095828953194448,0.9734035708907205,0.8730634979969941,0.13787834686807454,0.367356734870635,314.6296709630855,201.25191006332477,0.6396469520731788,893.9309203348042,32.81886906699515,0.03671298119400936,191.75933894593877,165.82936092709738,mixed,0.8095828953194448,0.757622413522068,0.48843428070391365,0.07944363496683189,-0.22064958457902117,-0.5000868266968268,-0.6368860709652304,1
79,MYS_10_38,1,118.75,5.75,38,10,118.5,119.0,5.5,6.0,True,True,12,11,12,3,8,11,-1,0,0.8085166376963427,0.8085166376963427,0.9212412457834267,0.8227867948550941,-0.2817852297482872,0.27592223629886226,196.03872335418168,170.61913663362847,0.8703338489170436,841.4819150288901,137.3481862386068,0.16322179215686566,141.03900244122164,333.0109645843506,mixed,0.8085166376963427,0.6234544749795408,0.28287276320186955,-0.18808353776149606,-0.5920459724874891,-0.8353431105192928,-0.8526189321779093,1
