region_id,component,component_label,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,small_region_lt_4_cells,annual_component_contribution_mm,reconstructed_annual_precipitation_mm,annual_component_fraction
SLR_07_01,K4_C1,January eastern mode,19,80.30789473684212,9.23947368421052,1,7,False,133.20106649099188,1191.5758794931755,0.11178563512686038
SLR_07_01,K4_C2,May–June southwest mode,19,80.30789473684212,9.23947368421052,1,7,False,0.0,1191.5758794931755,0.0
SLR_07_01,K4_C3,April–October mode,19,80.30789473684212,9.23947368421052,1,7,False,68.78919632149176,1191.5758794931755,0.05772959784210346
SLR_07_01,K4_C4,November northern mode,19,80.30789473684212,9.23947368421052,1,7,False,989.5856166806919,1191.5758794931755,0.8304847670310362
SLR_07_02,K4_C1,January eastern mode,14,80.66428571428573,9.192857142857138,2,7,False,192.2490390251253,1249.4094827980414,0.15387192243377673
SLR_07_02,K4_C2,May–June southwest mode,14,80.66428571428573,9.192857142857138,2,7,False,0.0,1249.4094827980414,0.0
SLR_07_02,K4_C3,April–October mode,14,80.66428571428573,9.192857142857138,2,7,False,42.9638546636258,1249.4094827980414,0.03438732877823901
SLR_07_02,K4_C4,November northern mode,14,80.66428571428573,9.192857142857138,2,7,False,1014.1965891092904,1249.4094827980414,0.8117407487879843
SLR_08_00,K4_C1,January eastern mode,1,79.94999999999999,9.75,0,8,True,47.66083044810255,1141.966356343804,0.041735757085433464
SLR_08_00,K4_C2,May–June southwest mode,1,79.94999999999999,9.75,0,8,True,3.6313652592851304,1141.966356343804,0.003179923155452279
SLR_08_00,K4_C3,April–October mode,1,79.94999999999999,9.75,0,8,True,13.39483597346586,1141.966356343804,0.011729623993785302
SLR_08_00,K4_C4,November northern mode,1,79.94999999999999,9.75,0,8,True,1077.2793246629503,1141.966356343804,0.9433546957653289
SLR_08_01,K4_C1,January eastern mode,8,80.2125,9.674999999999995,1,8,False,86.71004529217295,1167.238928228893,0.0742864577209931
SLR_08_01,K4_C2,May–June southwest mode,8,80.2125,9.674999999999995,1,8,False,0.0,1167.238928228893,0.0
SLR_08_01,K4_C3,April–October mode,8,80.2125,9.674999999999995,1,8,False,16.52144920385724,1167.238928228893,0.014154299350627399
SLR_08_01,K4_C4,November northern mode,8,80.2125,9.674999999999995,1,8,False,1064.0074337328629,1167.238928228893,0.9115592429283795
