target,depth_label,lag_window,test_fold,validation_fold,alpha,validation_rmse_mm,validation_r_squared,selected_alpha
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,0.0001,31.139685009015356,0.26077229952631653,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,0.001,31.139727408876407,0.26077028645694134,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,0.01,31.14015137547111,0.2607501571325086,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,0.1,31.14438784391165,0.2605490006496771,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,1.0,31.186436764372605,0.25855094525292244,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,10.0,31.578617243668674,0.23978572432152367,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,30.0,32.30701950617065,0.2043105681530999,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,100.0,33.97656763826269,0.11994703694530517,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,300.0,36.17615802989208,0.0023121429391836923,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,1000.0,38.99821739279687,-0.1594160655063699,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,0.0,10.595426295762861,-2.40131644637428,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,0.0001,10.595425398152685,-2.401315870077293,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,0.001,10.595417319917642,-2.4013106835713165,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,0.01,10.595336562959076,-2.401258835031355,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,0.1,10.594531526289371,-2.400741997449683,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,1.0,10.586728326975438,-2.395734339486071,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,10.0,10.528455610122036,-2.358454820062951,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,30.0,10.471367439282725,-2.3221326378518174,True
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,100.0,10.49037376090758,-2.3342034251818466,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,300.0,10.948548333533607,-2.6318110809849182,False
SM_100_200cm_mm,100–200 cm,L0_L2,4,0,1000.0,13.401878120586003,-4.441786483326806,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,0.0,18.05709060564158,0.4597057397251809,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,0.0001,18.057090322704884,0.45970575665693103,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,0.001,18.057087776456783,0.45970590903176756,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,0.01,18.057062332001887,0.4597074317002192,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,0.1,18.056809679856606,0.4597225510057811,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,1.0,18.05445267155662,0.45986358979849407,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,10.0,18.041372298361022,0.46064595928951124,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,30.0,18.031719076776053,0.4612229787185105,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,100.0,17.966211936438338,0.46513049666085793,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,300.0,17.645612867532723,0.48404919639220745,False
SM_100_200cm_mm,100–200 cm,L0_L3,0,1,1000.0,17.22182370696837,0.5085344532025917,True
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,0.0,17.449014233589317,-2.1594331783772303,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,0.0001,17.449012208145863,-2.1594324448970696,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,0.001,17.448993979566325,-2.1594258437284943,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,0.01,17.44881173449046,-2.1593598471677344,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,0.1,17.446993334942636,-2.158701386379332,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,1.0,17.429194756337484,-2.1522599649638123,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,10.0,17.276915749691696,-2.0974179552816863,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,30.0,17.01116478390292,-2.0028627578126996,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,100.0,16.317228629177652,-1.762868265536849,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,300.0,15.01564997404579,-1.3396756365967697,False
SM_100_200cm_mm,100–200 cm,L0_L3,1,2,1000.0,13.490248561286194,-0.8884577989496589,True
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,0.0,46.988683852650865,0.08589173554506813,False
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,0.0001,46.98867892059348,0.08589192743953356,False
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,0.001,46.988634532464665,0.08589365447373165,False
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,0.01,46.988190689547864,0.08591092323306171,False
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,0.1,46.983756091303384,0.0860834528185499,False
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,1.0,46.93978724135466,0.08779319508786776,False
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,10.0,46.53358575871868,0.10351275896778156,False
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,30.0,45.80411399843733,0.1313995543167007,False
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,100.0,44.369816631193245,0.18494607738450208,False
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,300.0,43.46070336180569,0.2180039213025613,True
SM_100_200cm_mm,100–200 cm,L0_L3,2,3,1000.0,44.59879157950451,0.1765120338103896,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,0.0,31.724543847754067,0.23274350290954027,True
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,0.0001,31.724551293881,0.23274314274108732,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,0.001,31.724618307550006,0.23273990129247513,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,0.01,31.725288298458747,0.23270749348135733,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,0.1,31.731973689873175,0.2323840801105176,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,1.0,31.797433438659574,0.22921379049005342,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,10.0,32.351219314192086,0.20213188509557967,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,30.0,33.24026392988988,0.15767686508430334,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,100.0,35.02638329778604,0.06472269969109179,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,300.0,37.090342889652064,-0.048748852534467035,False
SM_100_200cm_mm,100–200 cm,L0_L3,3,4,1000.0,39.43025870277048,-0.1852475195327421,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,0.0,8.971743316040298,-1.4387307205352897,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,0.0001,8.971741656026959,-1.4387298180740826,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,0.001,8.97172671628432,-1.4387216961359104,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,0.01,8.971577356212382,-1.4386404978053067,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,0.1,8.970087475701938,-1.4378306109544874,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,1.0,8.955546211194632,-1.429933161388079,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,10.0,8.836248036165289,-1.3656253518114618,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,30.0,8.661891878685303,-1.2731897349886792,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,100.0,8.426787484779545,-1.1514648377955732,True
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,300.0,8.830349213483247,-1.3624679604282166,False
SM_100_200cm_mm,100–200 cm,L0_L3,4,0,1000.0,11.870315589350163,-3.2690840014745133,False
