region_id,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,small_region_lt_4_cells,C1_scaled_loading,C1_raw_weight,C2_scaled_loading,C2_raw_weight,C3_scaled_loading,C3_raw_weight,C4_scaled_loading,C4_raw_weight
MYS_10_36,1,117.75,5.75,36,10,True,1258.4125560544492,12.83394632027734,1110.5781818102796,11.281383545400812,426.37260839746193,3.7679687746712855,549.8300595699019,6.5575498356894455
MYS_10_37,1,118.25,5.75,37,10,True,1008.9877218231989,10.290182021306506,852.6396374768137,8.661213531773353,447.71923341739836,3.956614609172825,545.7381944610887,6.508748194336933
MYS_10_38,1,118.75,5.75,38,10,True,721.6525830629053,7.359788702329251,663.2489684411702,6.737360882490752,451.0461725044111,3.986015659681707,514.4703737366742,6.135832437759088
MYS_11_00,1,99.75,6.25,0,11,True,7.934908429707333e-52,8.092432672673826e-54,1396.015484259994,14.180889172146413,1075.5909609832806,9.505284991304352,2.1371683292249646e-45,2.5488944415139107e-47
MYS_11_01,1,100.25,6.25,1,11,True,58.778543182193246,0.5994541808685926,1112.4965469087897,11.30087052327492,1206.478369210476,10.66197202392439,101.66346222486536,1.2124895836538574
MYS_11_02,1,100.75,6.25,2,11,True,74.3419710345747,0.7581781197358478,1002.4633473588403,10.183140365072822,1168.3801662999788,10.325288015358751,298.6227893820853,3.5615255829727146
MYS_11_03,1,101.25,6.25,3,11,True,67.44781171408857,0.6878678941926674,964.2026901141405,9.794484117231718,1081.1445130237832,9.554363215995604,488.9027140628374,5.8308996688517585
MYS_11_04,1,101.75,6.25,4,11,True,27.751743679981516,0.2830267283725101,745.1693635012983,7.569517872426955,795.5756661183283,7.030714939895312,1232.9352565611578,14.704605992991304
MYS_11_05,1,102.25,6.25,5,11,True,8.724677091659193e-21,8.897879865977964e-23,598.9508490857438,6.084213037902139,670.4758233478939,5.925174171113389,1597.9395375496858,19.057830632427315
MYS_11_32,1,115.75,6.25,32,11,True,488.1490370044775,4.978397988059705,1165.9009905262953,11.843359130871873,707.2490993895143,6.250149446584247,380.9275450057029,4.543133494948829
MYS_11_33,1,116.25,6.25,33,11,True,609.4458789402289,6.21544632386417,1052.5037532924914,10.691456682961286,609.6133158676373,5.387315914703009,398.1499963064097,4.748537111450741
MYS_11_34,1,116.75,6.25,34,11,True,890.0480616452023,9.07717345211166,938.0107160117998,9.5284229695347,421.3773508463719,3.723824347700024,492.82332942832517,5.877658899632751
MYS_11_35,1,117.25,6.25,35,11,True,1258.1296350248765,12.831060944341647,965.5917554406645,9.80859440588568,229.15867739647774,2.0251365211293875,677.1245917836892,8.075728451561506
MYS_11_36,1,117.75,6.25,36,11,True,1368.82632360914,13.960003398299031,969.9315752118061,9.852678804587226,190.2956225795444,1.6816933117053015,725.9456722670174,8.657993212698903
MYS_11_37,1,118.25,6.25,37,11,True,1315.9583942106367,13.42082873359929,953.1548894144097,9.682259260784734,234.660796000342,2.073760214785084,696.8339111662917,8.310791707615634
MYS_12_01,1,100.25,6.75,1,12,True,20.182637291822033,0.2058330412857579,1147.110754796284,11.652485710476364,1140.63904251054,10.080132285008796,114.36521365344807,1.3639770597271468
MYS_12_02,1,100.75,6.75,2,12,True,22.835559390034692,0.23288892183663953,1003.4035272441624,10.192690822718856,1095.5690392616991,9.681836612230354,321.99995799994423,3.8403334538061866
MYS_12_33,1,116.25,6.75,33,12,True,776.5556395091407,7.919718652058436,779.1751922671184,7.914953073090727,336.2786614748463,2.9717844698979943,570.7861792114204,6.807483058728258
MYS_12_34,1,116.75,6.75,34,12,True,910.973990459221,9.290586967265304,777.3308283387508,7.896217807790178,246.74515255401863,2.180552905636842,648.3218736855929,7.732212748765398
MYS_12_35,1,117.25,6.75,35,12,True,1168.275799348599,11.914684754202561,785.8423841550601,7.9826791909729025,96.95347111308284,0.8568037546388153,786.966683011809,9.385760478272058
MYS_12_36,1,117.75,6.75,36,12,True,1402.687602063076,14.305338342648533,822.4099318374991,8.354136633120635,6.614228813435842e-16,5.8451709013926694e-18,870.7144084834226,10.384577974418656
MYS_13_34,1,116.75,7.25,34,13,True,830.0356901957749,8.465136048297667,629.9522744348917,6.39912915596216,133.40204386331888,1.178909540281122,805.5265767807525,9.60711510633687
MYS_13_35,1,117.25,7.25,35,13,True,874.3781621364578,8.917363659868403,616.8454368657331,6.265988361278146,68.91962254615191,0.6090611371402943,855.6378861611888,10.204767786241115
